Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z
SPLUS-s38s37,73.64,-49.27,20.706,19.92,19.929,20.891,21.012,23.382,21.351,23.46,20.99,23.29,21.578,22.715
SPLUS-s38s38,315.0,-49.27,20.753,19.981,19.992,21.0,21.129,23.5,21.453,23.535,21.061,23.337,21.608,22.756
SPLUS-s38s47,333.41,-49.27,20.928,20.147,20.159,21.139,21.259,23.591,21.525,23.594,21.111,23.399,21.657,22.832
SPLUS-s39s20,40.0,-50.56,20.815,20.062,20.069,21.071,21.182,23.488,21.419,23.531,21.056,23.37,21.632,22.795
SPLUS-s39s24,48.42,-50.56,19.736,18.968,18.94,19.919,20.024,22.413,20.385,22.558,20.096,22.409,20.691,21.846
SPLUS-s39s25,50.52,-50.56,19.709,18.927,18.885,19.854,19.941,22.352,20.318,22.516,20.061,22.383,20.684,21.792
SPLUS-s39s27,54.74,-50.56,19.812,19.024,18.983,19.948,20.025,22.4,20.358,22.548,20.084,22.414,20.696,21.845
SPLUS-s39s28,56.84,-50.56,19.862,19.073,19.049,20.029,20.118,22.502,20.45,22.601,20.139,22.44,20.72,21.846
SPLUS-s39s29,58.95,-50.56,19.816,19.03,19.004,19.98,20.073,22.458,20.41,22.573,20.117,22.431,20.697,21.857
SPLUS-s39s30,61.05,-50.56,19.855,19.065,19.046,19.997,20.077,22.476,20.429,22.593,20.137,22.439,20.718,21.862
SPLUS-s39s31,63.16,-50.56,19.874,19.074,19.033,20.006,20.1,22.487,20.435,22.598,20.136,22.449,20.72,21.876
SPLUS-s39s32,65.26,-50.56,19.847,19.064,19.06,19.987,20.068,22.459,20.408,22.576,20.119,22.432,20.706,21.861
SPLUS-s39s33,67.37,-50.56,19.782,19.008,18.972,19.939,20.035,22.433,20.393,22.569,20.113,22.431,20.702,21.861
SPLUS-s39s34,69.48,-50.56,19.917,19.137,19.093,20.046,20.127,22.503,20.449,22.614,20.154,22.464,20.722,21.904
SPLUS-s39s35,71.58,-50.56,19.919,19.137,19.084,20.048,20.133,22.504,20.451,22.615,20.155,22.466,20.723,21.914
SPLUS-s39s36,73.68,-50.56,20.513,19.705,19.689,20.619,20.682,23.075,21.046,23.265,20.82,23.156,21.473,22.565
SPLUS-s39s37,315.79,-50.56,20.767,20.009,20.011,20.995,21.126,23.491,21.429,23.521,21.044,23.323,21.591,22.745
SPLUS-s39s38,317.9,-50.56,19.781,19.003,18.99,19.944,20.036,22.443,20.389,22.565,20.11,22.436,20.708,21.895
SPLUS-s40s17,34.7,-51.85,19.699,18.873,18.877,19.889,20.015,22.455,20.417,22.589,20.129,22.466,20.734,21.934
SPLUS-s40s26,54.22,-51.85,19.788,19.006,18.96,19.923,20.029,22.415,20.367,22.53,20.07,22.38,20.668,21.769
SPLUS-s40s27,56.39,-51.85,19.786,19.02,18.978,19.938,20.023,22.396,20.351,22.543,20.085,22.399,20.688,21.809
SPLUS-s40s28,58.55,-51.85,19.822,19.039,19.022,19.968,20.06,22.45,20.41,22.571,20.111,22.415,20.692,21.836
SPLUS-s40s29,60.72,-51.85,19.852,19.066,19.024,19.987,20.069,22.458,20.407,22.577,20.118,22.423,20.701,21.842
SPLUS-s40s30,62.89,-51.85,19.778,18.999,18.976,19.952,20.044,22.439,20.406,22.568,20.111,22.431,20.704,21.859
SPLUS-s40s31,65.06,-51.85,19.798,19.017,18.962,19.943,20.026,22.409,20.366,22.549,20.097,22.407,20.69,21.833
SPLUS-s40s32,67.23,-51.85,19.858,19.068,19.043,20.004,20.089,22.479,20.426,22.597,20.137,22.447,20.717,21.874
SPLUS-s40s33,69.4,-51.85,19.859,19.075,19.032,19.997,20.078,22.466,20.421,22.588,20.13,22.445,20.713,21.876
SPLUS-s40s34,71.57,-51.85,19.849,19.065,19.035,20.001,20.089,22.479,20.434,22.597,20.134,22.443,20.714,21.871
SPLUS-s40s35,73.73,-51.85,20.374,19.605,19.535,20.475,20.545,22.992,20.948,23.202,20.764,23.086,21.441,22.473
SPLUS-s41s26,55.55,-53.14,19.85,19.068,19.025,19.986,20.069,22.457,20.408,22.581,20.127,22.436,20.715,21.849
SPLUS-s41s27,57.78,-53.14,19.839,19.038,19.007,19.964,20.049,22.435,20.389,22.57,20.115,22.435,20.715,21.864
SPLUS-s41s28,60.0,-53.14,19.785,19.001,18.979,19.938,20.033,22.424,20.378,22.55,20.091,22.393,20.681,21.795
SPLUS-s41s29,62.22,-53.14,19.837,19.062,19.024,19.983,20.073,22.464,20.417,22.58,20.118,22.428,20.701,21.847
SPLUS-s41s30,64.45,-53.14,19.775,18.99,18.976,19.929,20.029,22.436,20.399,22.571,20.112,22.43,20.707,21.864
SPLUS-s41s31,66.67,-53.14,19.829,19.058,19.015,19.992,20.079,22.466,20.412,22.589,20.129,22.445,20.713,21.876
SPLUS-s41s32,68.89,-53.14,19.839,19.07,19.045,20.003,20.09,22.479,20.433,22.592,20.123,22.453,20.718,21.886
SPLUS-s41s33,71.11,-53.14,19.835,19.058,19.035,19.993,20.094,22.478,20.429,22.592,20.13,22.44,20.712,21.867
SPLUS-s41s34,73.33,-53.14,19.835,19.058,19.025,19.995,20.086,22.47,20.427,22.589,20.124,22.437,20.706,21.861
SPLUS-s42s20,43.57,-54.43,19.659,18.851,18.826,19.843,19.953,22.382,20.349,22.555,20.106,22.428,20.713,21.864
SPLUS-s42s25,55.03,-54.43,19.708,18.931,18.898,19.864,19.955,22.366,20.326,22.511,20.063,22.371,20.667,21.774
SPLUS-s42s26,57.33,-54.43,19.791,19.028,18.966,19.927,20.015,22.397,20.353,22.55,20.099,22.43,20.708,21.863
SPLUS-s42s27,59.62,-54.43,19.853,19.06,19.018,20.002,20.095,22.487,20.439,22.597,20.133,22.444,20.717,21.854
SPLUS-s42s28,61.91,-54.43,19.804,19.013,18.993,19.947,20.038,22.433,20.387,22.562,20.106,22.418,20.692,21.845
SPLUS-s42s29,64.2,-54.43,19.823,19.049,19.018,19.973,20.066,22.454,20.408,22.575,20.118,22.426,20.7,21.856
SPLUS-s42s30,66.5,-54.43,19.842,19.056,19.018,20.019,20.114,22.493,20.451,22.59,20.12,22.448,20.701,21.868
SPLUS-s42s31,68.79,-54.43,19.814,19.012,18.972,19.969,20.06,22.469,20.42,22.597,20.132,22.445,20.712,21.874
SPLUS-s42s32,71.08,-54.43,19.797,19.011,18.982,19.929,20.021,22.422,20.375,22.558,20.1,22.418,20.698,21.844
SPLUS-s42s33,73.38,-54.43,19.856,19.085,19.048,19.996,20.088,22.471,20.427,22.591,20.135,22.444,20.717,21.873
SPLUS-s42s34,316.43,-54.43,20.191,19.442,19.465,20.498,20.637,22.923,20.829,22.822,20.318,22.596,20.849,22.027
SPLUS-s42s51,355.41,-54.43,19.729,19.029,18.967,19.965,20.096,22.496,20.443,22.612,20.151,22.476,20.738,21.934
SPLUS-s43s21,47.37,-55.71,20.911,20.129,20.126,21.126,21.248,23.568,21.501,23.583,21.1,23.384,21.643,22.806
SPLUS-s43s22,49.74,-55.71,20.788,20.009,20.004,20.987,21.114,23.471,21.426,23.523,21.049,23.338,21.613,22.769
SPLUS-s43s24,54.48,-55.71,19.672,18.865,18.854,19.827,19.934,22.348,20.311,22.496,20.039,22.34,20.641,21.723
SPLUS-s43s25,56.84,-55.71,19.839,19.047,19.013,19.989,20.08,22.461,20.414,22.584,20.126,22.435,20.709,21.863
SPLUS-s43s26,59.21,-55.71,19.725,18.977,18.962,19.909,19.995,22.392,20.351,22.547,20.094,22.414,20.702,21.842
SPLUS-s43s27,61.58,-55.71,19.768,18.995,18.977,19.925,20.016,22.409,20.372,22.54,20.082,22.385,20.673,21.787
SPLUS-s43s28,63.95,-55.71,19.759,18.996,18.957,19.932,20.036,22.43,20.397,22.572,20.117,22.441,20.714,21.891
SPLUS-s43s29,66.32,-55.71,19.792,19.021,19.001,19.981,20.075,22.453,20.422,22.575,20.108,22.426,20.7,21.851
SPLUS-s43s30,68.68,-55.71,19.796,19.006,18.982,19.949,20.044,22.443,20.393,22.571,20.11,22.421,20.698,21.843
SPLUS-s43s31,71.05,-55.71,19.79,18.987,18.984,19.947,20.043,22.447,20.401,22.579,20.118,22.424,20.697,21.837
SPLUS-s43s32,73.42,-55.71,19.855,19.072,19.028,19.986,20.067,22.468,20.409,22.586,20.117,22.448,20.711,21.877
SPLUS-s43s46,345.79,-55.71,20.812,20.011,20.01,20.99,21.108,23.469,21.421,23.514,21.047,23.32,21.595,22.745
SPLUS-s44s23,53.88,-56.99,19.704,18.938,18.909,19.878,19.964,22.345,20.3,22.495,20.047,22.344,20.66,21.729
SPLUS-s44s24,56.33,-56.99,19.826,19.033,19.015,19.975,20.068,22.456,20.409,22.578,20.12,22.434,20.708,21.869
SPLUS-s44s25,58.78,-56.99,19.799,19.028,18.981,19.946,20.038,22.429,20.378,22.572,20.12,22.441,20.716,21.873
SPLUS-s44s26,61.23,-56.99,19.837,19.055,19.018,19.979,20.063,22.449,20.402,22.58,20.124,22.439,20.714,21.87
SPLUS-s44s27,63.68,-56.99,19.843,19.059,19.023,19.99,20.08,22.466,20.422,22.593,20.137,22.458,20.726,21.913
SPLUS-s44s28,66.12,-56.99,19.732,18.959,18.927,19.895,19.994,22.397,20.361,22.544,20.092,22.411,20.696,21.847
SPLUS-s44s29,68.57,-56.99,19.791,19.014,18.993,19.964,20.055,22.444,20.4,22.579,20.115,22.432,20.698,21.875
SPLUS-s44s30,71.02,-56.99,19.802,18.994,18.99,19.935,20.033,22.436,20.391,22.573,20.119,22.426,20.702,21.855
SPLUS-s44s31,73.47,-56.99,19.797,19.01,18.976,19.935,20.03,22.427,20.382,22.564,20.108,22.42,20.696,21.847
SPLUS-s45s22,53.24,-58.26,19.59,18.847,18.795,19.771,19.872,22.279,20.24,22.452,20.006,22.309,20.634,21.693
SPLUS-s45s23,55.78,-58.26,19.799,19.017,18.976,19.959,20.06,22.456,20.409,22.583,20.127,22.448,20.71,21.899
SPLUS-s45s24,58.31,-58.26,19.851,19.079,19.03,20.01,20.107,22.49,20.442,22.601,20.145,22.46,20.725,21.913
SPLUS-s45s25,60.85,-58.26,19.72,18.948,18.934,19.889,19.988,22.396,20.362,22.547,20.094,22.407,20.699,21.818
SPLUS-s45s26,63.38,-58.26,19.684,18.925,18.894,19.876,19.979,22.38,20.347,22.519,20.065,22.366,20.661,21.764
SPLUS-s45s27,65.92,-58.26,19.765,18.985,18.959,19.921,20.018,22.423,20.381,22.556,20.097,22.412,20.694,21.841
SPLUS-s45s28,68.45,-58.26,19.769,18.993,18.957,19.934,20.025,22.423,20.381,22.558,20.102,22.422,20.697,21.857
SPLUS-s45s29,70.99,-58.26,19.748,18.974,18.955,19.92,20.027,22.429,20.392,22.566,20.106,22.43,20.702,21.863
SPLUS-s45s30,73.52,-58.26,19.807,19.018,18.997,19.971,20.059,22.454,20.413,22.58,20.119,22.436,20.7,21.876
SPLUS-s45s31,316.9,-58.26,20.814,20.009,20.01,21.03,21.162,23.533,21.473,23.553,21.071,23.339,21.618,22.752
SPLUS-s45s41,342.25,-58.26,19.788,19.019,18.985,19.97,20.079,22.486,20.437,22.608,20.153,22.475,20.741,21.921
SPLUS-s46s01,0.02,-59.53,19.752,19.002,18.978,19.985,20.08,22.486,20.441,22.61,20.149,22.473,20.745,21.919
SPLUS-s46s02,2.63,-59.53,20.772,19.993,19.983,20.982,21.102,23.468,21.421,23.521,21.045,23.334,21.602,22.762
SPLUS-s46s22,55.18,-59.53,19.761,18.975,18.964,19.931,20.035,22.43,20.391,22.57,20.113,22.437,20.71,21.885
SPLUS-s46s23,57.81,-59.53,19.765,19.005,18.954,19.93,20.037,22.429,20.383,22.569,20.11,22.433,20.706,21.87
SPLUS-s46s24,60.44,-59.53,19.705,18.935,18.902,19.862,19.95,22.355,20.316,22.526,20.074,22.395,20.688,21.808
SPLUS-s46s25,63.07,-59.53,19.721,18.97,18.928,19.894,19.994,22.386,20.345,22.537,20.087,22.395,20.689,21.805
SPLUS-s46s26,65.69,-59.53,19.706,18.938,18.92,19.893,20.001,22.401,20.364,22.541,20.088,22.4,20.68,21.823
SPLUS-s46s27,68.32,-59.53,19.725,18.95,18.921,19.893,19.99,22.398,20.359,22.536,20.08,22.384,20.676,21.785
SPLUS-s46s28,70.95,-59.53,19.708,18.926,18.917,19.924,20.019,22.439,20.4,22.57,20.106,22.428,20.707,21.839
SPLUS-s46s29,73.58,-59.53,19.764,18.992,18.957,19.925,20.022,22.438,20.393,22.571,20.114,22.43,20.705,21.861
SPLUS-s46s32,320.58,-59.53,20.789,19.991,20.017,21.03,21.164,23.542,21.482,23.561,21.074,23.346,21.62,22.755
SPLUS-s46s40,341.6,-59.53,19.749,18.989,18.955,19.937,20.042,22.448,20.399,22.574,20.124,22.447,20.723,21.889
STRIPE82-0001,0.0,-0.7,20.879,20.069,20.099,21.101,21.252,23.559,21.498,23.569,21.093,23.375,21.644,22.811
STRIPE82-0002,0.0,0.7,20.882,20.073,20.111,21.125,21.257,23.607,21.536,23.602,21.112,23.412,21.67,22.876
STRIPE82-0003,1.42,-0.7,20.127,19.345,19.434,20.532,20.693,22.922,20.81,22.796,20.282,22.588,20.829,22.074
STRIPE82-0004,1.42,0.7,20.103,19.349,19.483,20.51,20.672,22.909,20.801,22.777,20.228,22.541,20.815,21.992
STRIPE82-0005,2.83,-0.7,20.109,19.334,19.444,20.505,20.665,22.924,20.81,22.795,20.283,22.562,20.827,21.996
STRIPE82-0006,2.83,0.7,20.116,19.367,19.491,20.513,20.663,22.922,20.789,22.792,20.289,22.558,20.829,21.989
STRIPE82-0007,4.25,-0.7,20.083,19.34,19.431,20.495,20.674,22.911,20.793,22.779,20.268,22.553,20.813,21.993
STRIPE82-0008,4.25,0.7,20.883,20.124,20.137,21.165,21.294,23.636,21.579,23.595,21.11,23.397,21.655,22.84
STRIPE82-0009,5.67,-0.7,20.13,19.393,19.444,20.537,20.703,22.92,20.814,22.791,20.285,22.561,20.829,22.004
STRIPE82-0010,5.67,0.7,20.873,20.091,19.995,20.999,21.223,23.577,21.523,23.487,21.115,23.381,21.654,22.815
STRIPE82-0011,7.09,-0.7,20.696,19.968,20.028,21.048,21.192,23.557,21.49,23.56,21.088,23.367,21.64,22.785
STRIPE82-0012,7.09,0.7,20.94,20.156,20.121,21.174,21.319,23.638,21.572,23.594,21.115,23.39,21.647,22.819
STRIPE82-0013,8.5,-0.7,20.131,19.401,19.501,20.548,20.702,22.927,20.816,22.788,20.275,22.569,20.83,22.023
STRIPE82-0014,8.5,0.7,20.931,20.094,20.088,21.149,21.297,23.635,21.608,23.591,21.11,23.393,21.648,22.84
STRIPE82-0015,9.92,-0.7,20.127,19.369,19.425,20.527,20.69,22.922,20.815,22.79,20.284,22.565,20.828,22.007
STRIPE82-0016,9.92,0.7,20.871,20.101,20.194,21.147,21.292,23.634,21.607,23.591,21.1,23.386,21.642,22.84
STRIPE82-0017,11.34,-0.7,20.696,19.99,20.026,21.058,21.205,23.561,21.498,23.569,21.075,23.343,21.616,22.775
STRIPE82-0018,11.34,0.7,20.918,20.139,20.16,21.167,21.31,23.644,21.602,23.595,21.112,23.391,21.652,22.831
STRIPE82-0019,12.75,-0.7,20.135,19.406,19.486,20.539,20.687,22.922,20.825,22.797,20.281,22.56,20.823,21.98
STRIPE82-0020,12.75,0.7,20.889,20.092,20.132,21.143,21.284,23.622,21.587,23.597,21.114,23.397,21.651,22.862
STRIPE82-0021,14.18,-0.7,20.107,19.352,19.441,20.525,20.689,22.914,20.808,22.783,20.276,22.554,20.822,22.006
STRIPE82-0022,14.18,0.7,20.091,19.355,19.491,20.535,20.709,22.956,20.892,22.815,20.301,22.568,20.829,21.995
STRIPE82-0023,15.59,-0.7,20.102,19.367,19.432,20.518,20.682,22.915,20.805,22.788,20.277,22.564,20.826,22.021
STRIPE82-0024,15.59,0.7,20.093,19.359,19.49,20.524,20.691,22.934,20.864,22.795,20.288,22.573,20.833,22.027
STRIPE82-0025,17.01,-0.7,20.94,20.062,19.954,21.087,21.314,23.657,21.579,23.604,21.122,23.401,21.658,22.837
STRIPE82-0026,17.01,0.7,20.947,20.12,20.062,21.159,21.314,23.646,21.58,23.604,21.127,23.412,21.663,22.843
STRIPE82-0027,18.43,-0.7,20.112,19.368,19.445,20.534,20.695,22.928,20.813,22.789,20.282,22.566,20.828,22.014
STRIPE82-0028,18.43,0.7,20.079,19.312,19.396,20.48,20.64,22.893,20.794,22.782,20.277,22.551,20.818,21.985
STRIPE82-0029,19.84,-0.7,20.938,20.156,20.138,21.177,21.313,23.649,21.579,23.608,21.123,23.404,21.657,22.843
STRIPE82-0030,19.84,0.7,20.121,19.328,19.367,20.498,20.674,22.925,20.803,22.794,20.281,22.56,20.823,21.981
STRIPE82-0031,21.26,-0.7,20.157,19.393,19.496,20.561,20.722,22.941,20.834,22.808,20.307,22.581,20.842,22.027
STRIPE82-0032,21.26,0.7,20.811,20.031,20.158,21.153,21.28,23.434,21.523,23.588,21.104,23.398,21.646,22.861
STRIPE82-0033,22.68,-0.7,20.149,19.391,19.48,20.553,20.721,22.94,20.836,22.805,20.3,22.581,20.843,22.024
STRIPE82-0034,22.68,0.7,20.115,19.372,19.509,20.529,20.699,22.934,20.879,22.796,20.293,22.556,20.832,21.96
STRIPE82-0035,24.1,-0.7,20.149,19.398,19.499,21.111,21.232,22.93,21.495,22.809,21.091,22.592,21.633,22.083
STRIPE82-0036,24.1,0.7,19.857,19.153,19.095,19.828,20.392,22.798,20.585,22.605,19.957,22.282,20.354,21.67
STRIPE82-0037,25.51,-0.7,20.158,19.432,19.529,20.559,20.715,22.931,20.825,22.79,20.284,22.567,20.837,22.044
STRIPE82-0038,25.51,0.7,20.036,19.18,19.412,20.473,20.574,22.877,20.747,22.745,20.261,22.474,20.782,21.919
STRIPE82-0039,26.93,-0.7,20.144,19.404,19.498,20.559,20.722,22.936,20.834,22.805,20.296,22.573,20.842,22.004
STRIPE82-0040,26.93,0.7,20.105,19.347,19.421,20.536,20.705,22.941,20.886,22.809,20.302,22.578,20.837,22.019
STRIPE82-0041,28.35,-0.7,20.736,19.986,20.081,21.069,21.238,23.574,21.504,23.574,21.101,23.378,21.643,22.8
STRIPE82-0042,28.35,0.7,20.149,19.383,19.504,20.536,20.702,22.936,20.83,22.808,20.296,22.579,20.841,22.022
STRIPE82-0043,29.76,-0.7,20.912,20.111,20.095,21.147,21.282,23.621,21.554,23.595,21.114,23.412,21.655,22.886
STRIPE82-0044,29.76,0.7,20.061,19.272,19.321,20.436,20.606,22.901,20.771,22.794,20.272,22.576,20.817,22.02
STRIPE82-0045,31.18,-0.7,20.128,19.396,19.485,20.55,20.705,22.928,20.82,22.794,20.285,22.575,20.837,22.031
STRIPE82-0046,31.18,0.7,20.11,19.357,19.41,20.52,20.685,22.917,20.809,22.801,20.267,22.58,20.828,22.032
STRIPE82-0047,32.6,-0.7,20.011,19.324,19.42,20.526,20.682,22.831,20.824,22.686,20.291,22.432,20.838,21.893
STRIPE82-0048,32.6,0.7,20.897,20.068,20.166,21.143,21.284,23.64,21.603,23.59,21.1,23.382,21.636,22.827
STRIPE82-0049,34.02,-0.7,20.907,20.132,20.167,21.178,21.314,23.639,21.565,23.598,21.122,23.401,21.662,22.865
STRIPE82-0050,34.02,0.7,20.102,19.316,19.35,20.467,20.634,22.909,20.783,22.794,20.285,22.558,20.831,21.96
STRIPE82-0051,35.43,-0.7,20.119,19.373,19.422,20.53,20.694,22.921,20.816,22.803,20.288,22.57,20.837,22.011
STRIPE82-0052,35.43,0.7,20.099,19.326,19.432,20.505,20.684,22.937,20.878,22.803,20.296,22.569,20.828,21.995
STRIPE82-0053,36.85,-0.7,20.113,19.356,19.463,20.527,20.685,22.918,20.815,22.784,20.278,22.563,20.83,22.008
STRIPE82-0054,36.85,0.7,20.925,20.141,20.161,21.163,21.295,23.642,21.57,23.621,21.134,23.42,21.68,22.871
STRIPE82-0055,38.27,-0.7,20.93,20.14,20.197,21.173,21.305,23.645,21.605,23.598,21.112,23.394,21.651,22.846
STRIPE82-0056,38.27,0.7,20.899,20.072,20.099,21.145,21.289,23.645,21.621,23.615,21.133,23.418,21.671,22.873
STRIPE82-0057,39.68,-0.7,20.156,19.42,19.512,20.558,20.72,22.939,20.838,22.803,20.291,22.576,20.839,22.02
STRIPE82-0058,39.68,0.7,20.119,19.314,19.163,20.488,20.665,22.924,20.807,22.799,20.282,22.562,20.837,21.952
STRIPE82-0059,41.1,-0.7,20.129,19.371,19.485,20.518,20.69,22.927,20.822,22.805,20.291,22.589,20.838,22.052
STRIPE82-0060,41.1,0.7,20.056,19.263,19.303,20.394,20.572,22.882,20.761,22.775,20.263,22.541,20.82,21.956
STRIPE82-0061,42.52,-0.7,20.917,20.133,20.187,21.174,21.3,23.642,21.573,23.619,21.127,23.417,21.68,22.874
STRIPE82-0062,42.52,0.7,20.075,19.259,19.304,20.514,20.69,22.795,20.877,22.721,20.294,22.449,20.81,21.84
STRIPE82-0063,43.94,-0.7,20.115,19.363,19.455,20.524,20.685,22.921,20.807,22.786,20.272,22.557,20.816,22.008
STRIPE82-0064,43.94,0.7,20.882,19.916,19.989,21.03,21.192,23.583,21.558,23.567,21.111,23.37,21.638,22.805
STRIPE82-0065,45.35,-0.7,20.888,20.095,20.144,21.136,21.277,23.631,21.549,23.598,21.107,23.4,21.659,22.83
STRIPE82-0066,45.35,0.7,20.119,19.348,19.414,20.52,20.65,22.933,20.801,22.8,20.23,22.573,20.777,22.014
STRIPE82-0067,46.77,-0.7,20.891,20.122,20.151,21.149,21.286,23.635,21.558,23.602,21.113,23.399,21.673,22.836
STRIPE82-0068,46.77,0.7,20.075,19.267,19.318,20.431,20.606,22.897,20.762,22.773,20.258,22.545,20.808,21.976
STRIPE82-0069,48.19,-0.7,20.117,19.377,19.493,20.528,20.68,22.928,20.813,22.788,20.277,22.562,20.827,22.016
STRIPE82-0070,48.19,0.7,20.727,19.978,20.014,21.06,21.207,23.575,21.51,23.583,21.101,23.389,21.651,22.845
STRIPE82-0071,49.61,-0.7,20.868,20.098,20.136,21.135,21.281,23.617,21.547,23.602,21.111,23.411,21.666,22.877
STRIPE82-0072,49.61,0.7,20.835,20.029,20.048,21.083,21.231,23.582,21.511,23.581,21.104,23.383,21.648,22.815
STRIPE82-0073,51.03,-0.7,20.861,20.085,20.158,21.121,21.248,23.6,21.527,23.602,21.101,23.403,21.66,22.85
STRIPE82-0074,51.03,0.7,20.108,19.325,19.391,20.465,20.64,22.908,20.79,22.786,20.275,22.567,20.819,22.028
STRIPE82-0075,52.44,-0.7,20.908,20.126,20.15,21.135,21.266,23.612,21.531,23.598,21.105,23.375,21.64,22.788
STRIPE82-0076,52.44,0.7,20.694,19.974,20.012,21.033,21.181,23.563,21.492,23.569,21.086,23.372,21.635,22.816
STRIPE82-0077,53.86,-0.7,20.102,19.355,19.464,20.507,20.67,22.913,20.806,22.77,20.252,22.531,20.802,21.96
STRIPE82-0078,53.86,0.7,20.103,19.344,19.411,20.519,20.683,22.925,20.812,22.796,20.289,22.568,20.831,22.009
STRIPE82-0079,55.28,-0.7,20.132,20.001,20.045,21.004,21.103,22.917,21.359,22.781,21.03,22.556,21.615,22.014
STRIPE82-0080,55.28,0.7,20.062,19.96,19.948,20.981,21.106,22.901,21.377,22.718,21.053,22.537,21.617,21.965
STRIPE82-0081,56.69,-0.7,20.101,19.355,19.431,20.499,20.662,22.9,20.773,22.765,21.063,22.544,21.612,22.007
STRIPE82-0082,56.69,0.7,20.109,20.067,20.119,21.084,21.207,22.915,21.509,22.775,21.067,22.557,21.616,22.025
STRIPE82-0083,58.11,-0.7,20.115,20.053,20.061,21.066,21.2,22.913,21.487,22.775,21.077,22.542,21.617,22.008
STRIPE82-0084,58.11,0.7,20.861,20.067,20.12,21.081,21.204,23.581,21.49,23.547,21.057,23.344,21.605,22.787
STRIPE82-0085,59.53,-0.7,20.075,19.307,19.383,20.438,20.606,22.88,20.725,22.723,20.205,22.49,20.743,21.938
STRIPE82-0086,59.53,0.7,20.046,19.917,20.026,21.019,21.155,22.863,21.456,22.727,21.057,22.493,21.577,21.938
STRIPE82-0087,300.47,-0.7,20.105,19.428,19.534,20.531,20.674,22.882,20.793,22.73,20.115,22.523,20.803,22.003
STRIPE82-0088,300.47,0.7,20.69,19.389,19.504,20.516,20.673,22.878,20.775,22.738,20.223,22.521,20.788,21.994
STRIPE82-0089,301.89,-0.7,20.863,19.366,19.442,20.516,20.67,22.883,20.772,22.746,20.241,22.526,20.795,21.991
STRIPE82-0090,301.89,0.7,20.07,19.342,19.426,20.495,20.652,22.864,20.771,22.739,20.236,22.532,20.795,22.01
STRIPE82-0091,303.31,-0.7,20.072,19.373,19.502,20.522,20.682,22.884,20.794,22.761,20.264,22.538,20.807,21.995
STRIPE82-0092,303.31,0.7,19.728,18.593,18.941,20.09,20.446,22.788,20.542,22.512,20.056,21.963,20.741,21.248
STRIPE82-0093,304.73,-0.7,20.123,19.356,19.43,20.507,20.665,22.892,20.777,22.767,20.254,22.531,20.801,21.967
STRIPE82-0094,304.73,0.7,19.004,17.935,17.844,18.758,18.828,21.686,18.882,21.516,18.127,21.238,18.591,20.636
STRIPE82-0095,306.14,-0.7,19.993,19.297,19.386,20.474,20.651,22.814,20.769,22.723,21.059,22.476,20.799,21.919
STRIPE82-0096,306.14,0.7,20.734,19.964,19.986,20.952,21.07,23.429,21.351,23.485,21.027,23.309,21.598,22.749
STRIPE82-0097,307.56,-0.7,20.883,20.088,20.1,21.087,21.218,23.574,21.484,23.55,21.059,23.343,21.606,22.784
STRIPE82-0098,307.56,0.7,20.864,20.034,20.068,21.047,21.168,23.526,21.444,23.543,21.057,23.352,21.62,22.768
STRIPE82-0099,308.98,-0.7,20.112,19.351,19.426,20.514,20.672,22.9,20.791,22.759,20.268,22.531,20.797,21.979
STRIPE82-0100,308.98,0.7,20.926,20.109,20.156,21.12,21.251,23.603,21.534,23.583,21.096,23.383,21.66,22.829
STRIPE82-0101,310.39,-0.7,20.127,19.346,19.42,20.516,20.673,22.904,20.796,22.771,20.268,22.55,20.816,22.009
STRIPE82-0102,310.39,0.7,20.91,20.099,20.107,21.133,21.274,23.626,21.552,23.595,21.11,23.393,21.665,22.841
STRIPE82-0103,311.81,-0.7,20.946,20.116,20.129,21.133,21.264,23.618,21.549,23.596,21.117,23.395,21.678,22.846
STRIPE82-0104,311.81,0.7,20.896,20.077,20.089,21.114,21.245,23.584,21.535,23.561,21.014,23.259,21.507,22.651
STRIPE82-0105,313.23,-0.7,20.124,19.337,19.426,20.493,20.649,22.899,20.786,22.774,20.265,22.572,20.82,22.053
STRIPE82-0106,313.23,0.7,20.922,20.107,20.141,21.132,21.257,23.608,21.541,23.579,21.105,23.385,21.641,22.855
STRIPE82-0107,314.65,-0.7,20.032,19.296,19.413,20.476,20.639,22.879,20.778,22.755,20.253,22.539,20.798,21.979
STRIPE82-0108,314.65,0.7,20.118,19.344,19.419,20.519,20.679,22.914,20.808,22.784,20.296,22.557,20.832,21.993
STRIPE82-0109,316.06,-0.7,20.138,19.372,19.453,20.536,20.624,22.926,20.817,22.802,20.303,22.563,20.838,22.019
STRIPE82-0110,316.06,0.7,20.124,19.372,19.453,20.523,20.688,22.914,20.814,22.785,20.282,22.56,20.832,22.004
STRIPE82-0111,317.48,-0.7,20.921,20.117,20.16,21.148,21.289,23.632,21.55,23.592,21.101,23.387,21.644,22.855
STRIPE82-0112,317.48,0.7,20.906,20.106,20.132,21.137,21.263,23.623,21.548,23.602,21.115,23.395,21.662,22.845
